1p.prs	1p.pst	3p.prs	3p.pst
b.ɹ.aʊ.n	b.ɹ.aʊ.n.d	b.ɹ.aʊ.n.z	b.ɹ.aʊ.n.d
ɹ.i.m.u.v	ɹ.i.m.u.v.d	ɹ.i.m.u.v.z	ɹ.i.m.u.v.d
b.ɹ.u.z	b.ɹ.u.z.d	b.ɹ.u.z.ə.z	b.ɹ.u.z.d
ɹ.ɛ.n.d.ɚ	ɹ.ɛ.n.d.ɚ.d	ɹ.ɛ.n.d.ɚ.z	ɹ.ɛ.n.d.ɚ.d
b.ɹ.ʌ.ʃ	b.ɹ.ʌ.ʃ.t	b.ɹ.ʌ.ʃ.ə.z	b.ɹ.ʌ.ʃ.t
ɹ.ə.n.u	ɹ.ə.n.u.d	ɹ.ə.n.u.z	ɹ.ə.n.u.d
ɹ.ə.n.aʊ.n.s	ɹ.ə.n.aʊ.n.s.t	ɹ.ə.n.aʊ.n.s.ə.z	ɹ.ə.n.aʊ.n.s.t
ɹ.ɛ.n.t	ɹ.ɛ.n.t.ə.d	ɹ.ɛ.n.t.s	ɹ.ɛ.n.t.ə.d
b.ɹ.u.t.ə.l.aɪ.z	b.ɹ.u.t.ə.l.aɪ.z.d	b.ɹ.u.t.ə.l.aɪ.z.ə.z	b.ɹ.u.t.ə.l.aɪ.z.d
b.ʌ.b.ə.l	b.ʌ.b.ə.l.d	b.ʌ.b.ə.l.z	b.ʌ.b.ə.l.d
ɹ.i.oʊ.p.ə.n	ɹ.i.oʊ.p.ə.n.d	ɹ.i.oʊ.p.ə.n.z	ɹ.i.oʊ.p.ə.n.d
ɹ.i.ɔ.ɹ.g.ə.n.aɪ.z	ɹ.i.ɔ.ɹ.g.ə.n.aɪ.z.d	ɹ.i.ɔ.ɹ.g.ə.n.aɪ.z.ə.z	ɹ.i.ɔ.ɹ.g.ə.n.aɪ.z.d
b.ʌ.k	b.ʌ.k.t	b.ʌ.k.s	b.ʌ.k.t
ɹ.ə.p.ɛ.ɹ	ɹ.ə.p.ɛ.ɹ.d	ɹ.ə.p.ɛ.ɹ.z	ɹ.ə.p.ɛ.ɹ.d
b.ʌ.k.ə.l	b.ʌ.k.ə.l.d	b.ʌ.k.ə.l.z	b.ʌ.k.ə.l.d
ɹ.i.p.eɪ	ɹ.i.p.eɪ.d	ɹ.i.p.eɪ.z	ɹ.i.p.eɪ.d
ɹ.ə.p.i.t	ɹ.ə.p.i.t.ə.d	ɹ.ə.p.i.t.s	ɹ.ə.p.i.t.ə.d
ɹ.ə.p.ɛ.l	ɹ.ə.p.ɛ.l.d	ɹ.ə.p.ɛ.l.z	ɹ.ə.p.ɛ.l.d
ɹ.ə.p.ɛ.n.t	ɹ.ə.p.ɛ.n.t.ə.d	ɹ.ə.p.ɛ.n.t.s	ɹ.ə.p.ɛ.n.t.ə.d
b.ʌ.dʒ.ə.t	b.ʌ.dʒ.ə.t.ə.d	b.ʌ.dʒ.ə.t.s	b.ʌ.dʒ.ə.t.ə.d
b.ʌ.f.ɚ	b.ʌ.f.ɚ.d	b.ʌ.f.ɚ.z	b.ʌ.f.ɚ.d
ɹ.i.p.l.eɪ	ɹ.i.p.l.eɪ.d	ɹ.i.p.l.eɪ.z	ɹ.i.p.l.eɪ.d
b.ʌ.g	b.ʌ.g.d	b.ʌ.g.z	b.ʌ.g.d
ɹ.ɛ.p.l.ə.k.eɪ.t	ɹ.ɛ.p.l.ə.k.eɪ.t.ə.d	ɹ.ɛ.p.l.ə.k.eɪ.t.s	ɹ.ɛ.p.l.ə.k.eɪ.t.ə.d
ɹ.ə.p.l.aɪ	ɹ.ə.p.l.aɪ.d	ɹ.ə.p.l.aɪ.z	ɹ.ə.p.l.aɪ.d
ɹ.ɛ.p.ɹ.ə.z.ɛ.n.t	ɹ.ɛ.p.ɹ.ə.z.ɛ.n.t.ə.d	ɹ.ɛ.p.ɹ.ə.z.ɛ.n.t.s	ɹ.ɛ.p.ɹ.ə.z.ɛ.n.t.ə.d
b.ʌ.l.dʒ	b.ʌ.l.dʒ.d	b.ʌ.l.dʒ.ə.z	b.ʌ.l.dʒ.d
ɹ.ɛ.p.ɹ.ə.m.æ.n.d	ɹ.ɛ.p.ɹ.ə.m.æ.n.d.ə.d	ɹ.ɛ.p.ɹ.ə.m.æ.n.d.z	ɹ.ɛ.p.ɹ.ə.m.æ.n.d.ə.d
ɹ.i.p.ɹ.ɪ.n.t	ɹ.i.p.ɹ.ɪ.n.t.ə.d	ɹ.i.p.ɹ.ɪ.n.t.s	ɹ.i.p.ɹ.ɪ.n.t.ə.d
b.ʊ.l.d.oʊ.z	b.ʊ.l.d.oʊ.z.d	b.ʊ.l.d.oʊ.z.ə.z	b.ʊ.l.d.oʊ.z.d
ɹ.i.p.ɹ.ə.d.u.s	ɹ.i.p.ɹ.ə.d.u.s.t	ɹ.i.p.ɹ.ə.d.u.s.ə.z	ɹ.i.p.ɹ.ə.d.u.s.t
b.ʊ.l.i	b.ʊ.l.i.d	b.ʊ.l.i.z	b.ʊ.l.i.d
ɹ.i.p.j.u.d.i.eɪ.t	ɹ.i.p.j.u.d.i.eɪ.t.ə.d	ɹ.i.p.j.u.d.i.eɪ.t.s	ɹ.i.p.j.u.d.i.eɪ.t.ə.d
b.ʌ.m	b.ʌ.m.d	b.ʌ.m.z	b.ʌ.m.d
ɹ.ə.k.w.ɛ.s.t	ɹ.ə.k.w.ɛ.s.t.ə.d	ɹ.ə.k.w.ɛ.s.t.s	ɹ.ə.k.w.ɛ.s.t.ə.d
b.ʌ.m.p	b.ʌ.m.p.t	b.ʌ.m.p.s	b.ʌ.m.p.t
ɹ.i.k.w.aɪ.ɚ	ɹ.i.k.w.aɪ.ɚ.d	ɹ.i.k.w.aɪ.ɚ.z	ɹ.i.k.w.aɪ.ɚ.d
ɹ.ə.s.ɪ.n.d	ɹ.ə.s.ɪ.n.d.ə.d	ɹ.ə.s.ɪ.n.d.z	ɹ.ə.s.ɪ.n.d.ə.d
b.ʌ.n.tʃ	b.ʌ.n.tʃ.t	b.ʌ.n.tʃ.ə.z	b.ʌ.n.tʃ.t
ɹ.ɛ.s.k.j.u	ɹ.ɛ.s.k.j.u.d	ɹ.ɛ.s.k.j.u.z	ɹ.ɛ.s.k.j.u.d
b.ʌ.n.d.ə.l	b.ʌ.n.d.ə.l.d	b.ʌ.n.d.ə.l.z	b.ʌ.n.d.ə.l.d
ɹ.i.s.ɚ.tʃ	ɹ.i.s.ɚ.tʃ.t	ɹ.i.s.ɚ.tʃ.ə.z	ɹ.i.s.ɚ.tʃ.t
ɹ.ə.z.ɛ.m.b.ə.l	ɹ.ə.z.ɛ.m.b.ə.l.d	ɹ.ə.z.ɛ.m.b.ə.l.z	ɹ.ə.z.ɛ.m.b.ə.l.d
ɹ.ə.z.ɚ.v	ɹ.ə.z.ɚ.v.d	ɹ.ə.z.ɚ.v.z	ɹ.ə.z.ɚ.v.d
ɹ.ə.z.aɪ.d	ɹ.ə.z.aɪ.d.ə.d	ɹ.ə.z.aɪ.d.z	ɹ.ə.z.aɪ.d.ə.d
b.u.i	b.u.i.d	b.u.i.z	b.u.i.d
ɹ.ə.z.aɪ.n	ɹ.ə.z.aɪ.n.d	ɹ.ə.z.aɪ.n.z	ɹ.ə.z.aɪ.n.d
b.ɚ.b.ə.l	b.ɚ.b.ə.l.d	b.ɚ.b.ə.l.z	b.ɚ.b.ə.l.d
b.ɚ.d.ə.n	b.ɚ.d.ə.n.d	b.ɚ.d.ə.n.z	b.ɚ.d.ə.n.d
ɹ.ə.z.ɪ.s.t	ɹ.ə.z.ɪ.s.t.ə.d	ɹ.ə.z.ɪ.s.t.s	ɹ.ə.z.ɪ.s.t.ə.d
ɹ.i.z.ɑ.l.v	ɹ.i.z.ɑ.l.v.d	ɹ.i.z.ɑ.l.v.z	ɹ.i.z.ɑ.l.v.d
ɹ.ɛ.z.ə.n.eɪ.t	ɹ.ɛ.z.ə.n.eɪ.t.ə.d	ɹ.ɛ.z.ə.n.eɪ.t.s	ɹ.ɛ.z.ə.n.eɪ.t.ə.d
ɹ.ə.z.ɔ.ɹ.t	ɹ.ə.z.ɔ.ɹ.t.ə.d	ɹ.ə.z.ɔ.ɹ.t.s	ɹ.ə.z.ɔ.ɹ.t.ə.d
b.ɚ.n	b.ɚ.n.d	b.ɚ.n.z	b.ɚ.n.d
ɹ.ə.s.p.ɛ.k.t	ɹ.ə.s.p.ɛ.k.t.ə.d	ɹ.ə.s.p.ɛ.k.t.s	ɹ.ə.s.p.ɛ.k.t.ə.d
ɹ.ə.s.p.ɑ.n.d	ɹ.ə.s.p.ɑ.n.d.ə.d	ɹ.ə.s.p.ɑ.n.d.z	ɹ.ə.s.p.ɑ.n.d.ə.d
ɹ.ɛ.s.t	ɹ.ɛ.s.t.ə.d	ɹ.ɛ.s.t.s	ɹ.ɛ.s.t.ə.d
ɹ.i.s.t.eɪ.t	ɹ.i.s.t.eɪ.t.ə.d	ɹ.i.s.t.eɪ.t.s	ɹ.i.s.t.eɪ.t.ə.d
b.ɛ.ɹ.i	b.ɛ.ɹ.i.d	b.ɛ.ɹ.i.z	b.ɛ.ɹ.i.d
b.ʌ.s	b.ʌ.s.t	b.ʌ.s.ə.z	b.ʌ.s.t
b.ʊ.ʃ.w.æ.k	b.ʊ.ʃ.w.æ.k.t	b.ʊ.ʃ.w.æ.k.s	b.ʊ.ʃ.w.æ.k.t
ɹ.ə.s.t.ɔ.ɹ	ɹ.ə.s.t.ɔ.ɹ.d	ɹ.ə.s.t.ɔ.ɹ.z	ɹ.ə.s.t.ɔ.ɹ.d
b.ʌ.s.t	b.ʌ.s.t.ə.d	b.ʌ.s.t.s	b.ʌ.s.t.ə.d
ɹ.i.s.t.ɹ.eɪ.n	ɹ.i.s.t.ɹ.eɪ.n.d	ɹ.i.s.t.ɹ.eɪ.n.z	ɹ.i.s.t.ɹ.eɪ.n.d
ɹ.i.s.t.ɹ.ɪ.k.t	ɹ.i.s.t.ɹ.ɪ.k.t.ə.d	ɹ.i.s.t.ɹ.ɪ.k.t.s	ɹ.i.s.t.ɹ.ɪ.k.t.ə.d
ɹ.i.s.t.ɹ.ʌ.k.tʃ.ɚ	ɹ.i.s.t.ɹ.ʌ.k.tʃ.ɚ.d	ɹ.i.s.t.ɹ.ʌ.k.tʃ.ɚ.z	ɹ.i.s.t.ɹ.ʌ.k.tʃ.ɚ.d
ɹ.ə.z.ʌ.l.t	ɹ.ə.z.ʌ.l.t.ə.d	ɹ.ə.z.ʌ.l.t.s	ɹ.ə.z.ʌ.l.t.ə.d
ɹ.ə.z.u.m	ɹ.ə.z.u.m.d	ɹ.ə.z.u.m.z	ɹ.ə.z.u.m.d
b.ʊ.tʃ.ɚ	b.ʊ.tʃ.ɚ.d	b.ʊ.tʃ.ɚ.z	b.ʊ.tʃ.ɚ.d
b.ʌ.t.ɚ	b.ʌ.t.ɚ.d	b.ʌ.t.ɚ.z	b.ʌ.t.ɚ.d
ɹ.i.t.eɪ.l	ɹ.i.t.eɪ.l.d	ɹ.i.t.eɪ.l.z	ɹ.i.t.eɪ.l.d
ɹ.i.t.eɪ.l	ɹ.i.t.eɪ.l.d	ɹ.i.t.eɪ.l.z	ɹ.i.t.eɪ.l.d
ɹ.ə.t.eɪ.n	ɹ.ə.t.eɪ.n.d	ɹ.ə.t.eɪ.n.z	ɹ.ə.t.eɪ.n.d
ɹ.ə.t.ɑ.ɹ.d	ɹ.ə.t.ɑ.ɹ.d.ə.d	ɹ.ə.t.ɑ.ɹ.d.z	ɹ.ə.t.ɑ.ɹ.d.ə.d
b.ʌ.t.ə.n	b.ʌ.t.ə.n.d	b.ʌ.t.ə.n.z	b.ʌ.t.ə.n.d
b.ʌ.t.ə.n.h.oʊ.l	b.ʌ.t.ə.n.h.oʊ.l.d	b.ʌ.t.ə.n.h.oʊ.l.z	b.ʌ.t.ə.n.h.oʊ.l.d
b.ʌ.t.ɹ.ə.s	b.ʌ.t.ɹ.ə.s.t	b.ʌ.t.ɹ.ə.s.ə.z	b.ʌ.t.ɹ.ə.s.t
ɹ.ə.t.aɪ.ɹ	ɹ.ə.t.aɪ.ɹ.d	ɹ.ə.t.aɪ.ɹ.z	ɹ.ə.t.aɪ.ɹ.d
b.ʌ.z	b.ʌ.z.d	b.ʌ.z.ə.z	b.ʌ.z.d
ɹ.i.t.ɹ.æ.k.t	ɹ.i.t.ɹ.æ.k.t.ə.d	ɹ.i.t.ɹ.æ.k.t.s	ɹ.i.t.ɹ.æ.k.t.ə.d
ɹ.i.t.ɹ.i.t	ɹ.i.t.ɹ.i.t.ə.d	ɹ.i.t.ɹ.i.t.s	ɹ.i.t.ɹ.i.t.ə.d
b.aɪ.p.æ.s	b.aɪ.p.æ.s.t	b.aɪ.p.æ.s.ə.z	b.aɪ.p.æ.s.t
ɹ.ə.t.ɚ.n	ɹ.ə.t.ɚ.n.d	ɹ.ə.t.ɚ.n.z	ɹ.ə.t.ɚ.n.d
k.eɪ.b.ə.l	k.eɪ.b.ə.l.d	k.eɪ.b.ə.l.z	k.eɪ.b.ə.l.d
ɹ.i.u.n.aɪ.t	ɹ.i.u.n.aɪ.t.ə.d	ɹ.i.u.n.aɪ.t.s	ɹ.i.u.n.aɪ.t.ə.d
ɹ.ɛ.v	ɹ.ɛ.v.d	ɹ.ɛ.v.z	ɹ.ɛ.v.d
ɹ.i.v.æ.m.p	ɹ.i.v.æ.m.p.t	ɹ.i.v.æ.m.p.s	ɹ.i.v.æ.m.p.t
ɹ.ə.v.i.l	ɹ.ə.v.i.l.d	ɹ.ə.v.i.l.z	ɹ.ə.v.i.l.d
k.æ.ʃ	k.æ.ʃ.t	k.æ.ʃ.ə.z	k.æ.ʃ.t
ɹ.ə.v.ɪ.ɹ	ɹ.ə.v.ɪ.ɹ.d	ɹ.ə.v.ɪ.ɹ.z	ɹ.ə.v.ɪ.ɹ.d
ɹ.ə.v.ɚ.s	ɹ.ə.v.ɚ.s.t	ɹ.ə.v.ɚ.s.ə.z	ɹ.ə.v.ɚ.s.t
k.eɪ.dʒ	k.eɪ.dʒ.d	k.eɪ.dʒ.ə.z	k.eɪ.dʒ.d
ɹ.i.v.j.u	ɹ.i.v.j.u.d	ɹ.i.v.j.u.z	ɹ.i.v.j.u.d
ɹ.ə.v.aɪ.z	ɹ.ə.v.aɪ.z.d	ɹ.ə.v.aɪ.z.ə.z	ɹ.ə.v.aɪ.z.d
k.eɪ.k	k.eɪ.k.t	k.eɪ.k.s	k.eɪ.k.t
k.æ.l.k.j.ə.l.eɪ.t	k.æ.l.k.j.ə.l.eɪ.t.ə.d	k.æ.l.k.j.ə.l.eɪ.t.s	k.æ.l.k.j.ə.l.eɪ.t.ə.d
ɹ.i.v.ɑ.l.v	ɹ.i.v.ɑ.l.v.d	ɹ.i.v.ɑ.l.v.z	ɹ.i.v.ɑ.l.v.d
ɹ.ə.w.ɔ.ɹ.d	ɹ.ə.w.ɔ.ɹ.d.ə.d	ɹ.ə.w.ɔ.ɹ.d.z	ɹ.ə.w.ɔ.ɹ.d.ə.d
k.ɔ.l	k.ɔ.l.d	k.ɔ.l.z	k.ɔ.l.d
ɹ.aɪ.m	ɹ.aɪ.m.d	ɹ.aɪ.m.z	ɹ.aɪ.m.d
k.ɑ.m	k.ɑ.m.d	k.ɑ.m.z	k.ɑ.m.d
ɹ.ɪ.b	ɹ.ɪ.b.d	ɹ.ɪ.b.z	ɹ.ɪ.b.d
ɹ.ɪ.d.ə.l	ɹ.ɪ.d.ə.l.d	ɹ.ɪ.d.ə.l.z	ɹ.ɪ.d.ə.l.d
ɹ.ɪ.dʒ	ɹ.ɪ.dʒ.d	ɹ.ɪ.dʒ.ə.z	ɹ.ɪ.dʒ.d
ɹ.ɪ.d.ə.k.j.u.l	ɹ.ɪ.d.ə.k.j.u.l.d	ɹ.ɪ.d.ə.k.j.u.l.z	ɹ.ɪ.d.ə.k.j.u.l.d
k.æ.m.p	k.æ.m.p.t	k.æ.m.p.s	k.æ.m.p.t
k.æ.m.p.eɪ.n	k.æ.m.p.eɪ.n.d	k.æ.m.p.eɪ.n.z	k.æ.m.p.eɪ.n.d
ɹ.aɪ.f.ə.l	ɹ.aɪ.f.ə.l.d	ɹ.aɪ.f.ə.l.z	ɹ.aɪ.f.ə.l.d
ɹ.ɪ.g	ɹ.ɪ.g.d	ɹ.ɪ.g.z	ɹ.ɪ.g.d
k.æ.n	k.æ.n.d	k.æ.n.z	k.æ.n.d
ɹ.aɪ.t	ɹ.aɪ.t.ə.d	ɹ.aɪ.t.s	ɹ.aɪ.t.ə.d
k.æ.n.s.ə.l	k.æ.n.s.ə.l.d	k.æ.n.s.ə.l.z	k.æ.n.s.ə.l.d
k.æ.n.d.i	k.æ.n.d.i.d	k.æ.n.d.i.z	k.æ.n.d.i.d
k.eɪ.n	k.eɪ.n.d	k.eɪ.n.z	k.eɪ.n.d
ɹ.aɪ.l	ɹ.aɪ.l.d	ɹ.aɪ.l.z	ɹ.aɪ.l.d
ɹ.ɪ.m	ɹ.ɪ.m.d	ɹ.ɪ.m.z	ɹ.ɪ.m.d
ɹ.ɪ.ŋ	ɹ.ɪ.ŋ.d	ɹ.ɪ.ŋ.z	ɹ.ɪ.ŋ.d
k.ə.n.u	k.ə.n.u.d	k.ə.n.u.z	k.ə.n.u.d
ɹ.aɪ.ə.t	ɹ.aɪ.ə.t.ə.d	ɹ.aɪ.ə.t.s	ɹ.aɪ.ə.t.ə.d
ɹ.ɪ.p	ɹ.ɪ.p.t	ɹ.ɪ.p.s	ɹ.ɪ.p.t
ɹ.ɪ.p.ə.l	ɹ.ɪ.p.ə.l.d	ɹ.ɪ.p.ə.l.z	ɹ.ɪ.p.ə.l.d
k.æ.n.v.ə.s	k.æ.n.v.ə.s.t	k.æ.n.v.ə.s.ə.z	k.æ.n.v.ə.s.t
k.æ.p	k.æ.p.t	k.æ.p.s	k.æ.p.t
ɹ.ɪ.s.k	ɹ.ɪ.s.k.t	ɹ.ɪ.s.k.s	ɹ.ɪ.s.k.t
k.æ.p.ə.t.ə.l.aɪ.z	k.æ.p.ə.t.ə.l.aɪ.z.d	k.æ.p.ə.t.ə.l.aɪ.z.ə.z	k.æ.p.ə.t.ə.l.aɪ.z.d
ɹ.ɪ.v.ə.t	ɹ.ɪ.v.ə.t.ə.d	ɹ.ɪ.v.ə.t.s	ɹ.ɪ.v.ə.t.ə.d
k.æ.p.t.ə.v.eɪ.t	k.æ.p.t.ə.v.eɪ.t.ə.d	k.æ.p.t.ə.v.eɪ.t.s	k.æ.p.t.ə.v.eɪ.t.ə.d
k.æ.p.tʃ.ɚ	k.æ.p.tʃ.ɚ.d	k.æ.p.tʃ.ɚ.z	k.æ.p.tʃ.ɚ.d
ɹ.oʊ.m	ɹ.oʊ.m.d	ɹ.oʊ.m.z	ɹ.oʊ.m.d
ɹ.ɔ.ɹ	ɹ.ɔ.ɹ.d	ɹ.ɔ.ɹ.z	ɹ.ɔ.ɹ.d
ɹ.oʊ.s.t	ɹ.oʊ.s.t.ə.d	ɹ.oʊ.s.t.s	ɹ.oʊ.s.t.ə.d
k.ɑ.ɹ.b.ə.n.eɪ.t	k.ɑ.ɹ.b.ə.n.eɪ.t.ə.d	k.ɑ.ɹ.b.ə.n.eɪ.t.s	k.ɑ.ɹ.b.ə.n.eɪ.t.ə.d
ɹ.ɑ.b	ɹ.ɑ.b.d	ɹ.ɑ.b.z	ɹ.ɑ.b.d
ɹ.oʊ.b	ɹ.oʊ.b.d	ɹ.oʊ.b.z	ɹ.oʊ.b.d
ɹ.ɑ.k	ɹ.ɑ.k.t	ɹ.ɑ.k.s	ɹ.ɑ.k.t
k.ɑ.ɹ.d	k.ɑ.ɹ.d.ə.d	k.ɑ.ɹ.d.z	k.ɑ.ɹ.d.ə.d
ɹ.ɑ.k.ə.t	ɹ.ɑ.k.ə.t.ə.d	ɹ.ɑ.k.ə.t.s	ɹ.ɑ.k.ə.t.ə.d
k.ɛ.ɹ	k.ɛ.ɹ.d	k.ɛ.ɹ.z	k.ɛ.ɹ.d
k.ɚ.i.n	k.ɚ.i.n.d	k.ɚ.i.n.z	k.ɚ.i.n.d
k.ɚ.ɛ.s	k.ɚ.ɛ.s.t	k.ɚ.ɛ.s.ə.z	k.ɚ.ɛ.s.t
ɹ.oʊ.l	ɹ.oʊ.l.d	ɹ.oʊ.l.z	ɹ.oʊ.l.d
k.ɛ.ɹ.ə.k.ə.tʃ.ɚ	k.ɛ.ɹ.ə.k.ə.tʃ.ɚ.d	k.ɛ.ɹ.ə.k.ə.tʃ.ɚ.z	k.ɛ.ɹ.ə.k.ə.tʃ.ɚ.d
k.ɑ.ɹ.p.ə.t	k.ɑ.ɹ.p.ə.t.ə.d	k.ɑ.ɹ.p.ə.t.s	k.ɑ.ɹ.p.ə.t.ə.d
k.æ.ɹ.i	k.æ.ɹ.i.d	k.æ.ɹ.i.z	k.æ.ɹ.i.d
ɹ.u.f	ɹ.u.f.t	ɹ.u.f.s	ɹ.u.f.t
k.ɑ.ɹ.t	k.ɑ.ɹ.t.ə.d	k.ɑ.ɹ.t.s	k.ɑ.ɹ.t.ə.d
ɹ.u.t	ɹ.u.t.ə.d	ɹ.u.t.s	ɹ.u.t.ə.d
k.ɑ.ɹ.v	k.ɑ.ɹ.v.d	k.ɑ.ɹ.v.z	k.ɑ.ɹ.v.d
ɹ.oʊ.p	ɹ.oʊ.p.t	ɹ.oʊ.p.s	ɹ.oʊ.p.t
k.æ.s.k.eɪ.d	k.æ.s.k.eɪ.d.ə.d	k.æ.s.k.eɪ.d.z	k.æ.s.k.eɪ.d.ə.d
k.æ.ʃ	k.æ.ʃ.t	k.æ.ʃ.ə.z	k.æ.ʃ.t
k.æ.ʃ.ɪ.ɹ	k.æ.ʃ.ɪ.ɹ.d	k.æ.ʃ.ɪ.ɹ.z	k.æ.ʃ.ɪ.ɹ.d
ɹ.ɑ.t	ɹ.ɑ.t.ə.d	ɹ.ɑ.t.s	ɹ.ɑ.t.ə.d
ɹ.oʊ.t.eɪ.t	ɹ.oʊ.t.eɪ.t.ə.d	ɹ.oʊ.t.eɪ.t.s	ɹ.oʊ.t.eɪ.t.ə.d
k.æ.s.t.ə.g.eɪ.t	k.æ.s.t.ə.g.eɪ.t.ə.d	k.æ.s.t.ə.g.eɪ.t.s	k.æ.s.t.ə.g.eɪ.t.ə.d
k.æ.s.t.ɹ.eɪ.t	k.æ.s.t.ɹ.eɪ.t.ə.d	k.æ.s.t.ɹ.eɪ.t.s	k.æ.s.t.ɹ.eɪ.t.ə.d
ɹ.aʊ.n.d	ɹ.aʊ.n.d.ə.d	ɹ.aʊ.n.d.z	ɹ.aʊ.n.d.ə.d
k.æ.t.ə.l.ɔ.g	k.æ.t.ə.l.ɔ.g.d	k.æ.t.ə.l.ɔ.g.z	k.æ.t.ə.l.ɔ.g.d
ɹ.u.t	ɹ.u.t.ə.d	ɹ.u.t.s	ɹ.u.t.ə.d
k.æ.t.ə.g.ɚ.aɪ.z	k.æ.t.ə.g.ɚ.aɪ.z.d	k.æ.t.ə.g.ɚ.aɪ.z.ə.z	k.æ.t.ə.g.ɚ.aɪ.z.d
k.eɪ.t.ɚ	k.eɪ.t.ɚ.d	k.eɪ.t.ɚ.z	k.eɪ.t.ɚ.d
ɹ.oʊ	ɹ.oʊ.d	ɹ.oʊ.z	ɹ.oʊ.d
ɹ.oʊ	ɹ.oʊ.d	ɹ.oʊ.z	ɹ.oʊ.d
ɹ.ʌ.b	ɹ.ʌ.b.d	ɹ.ʌ.b.z	ɹ.ʌ.b.d
k.ɑ.z	k.ɑ.z.d	k.ɑ.z.ə.z	k.ɑ.z.d
k.ɔ.t.ɚ.aɪ.z	k.ɔ.t.ɚ.aɪ.z.d	k.ɔ.t.ɚ.aɪ.z.ə.z	k.ɔ.t.ɚ.aɪ.z.d
s.i.s	s.i.s.t	s.i.s.ə.z	s.i.s.t
ɹ.ʌ.f.ə.l	ɹ.ʌ.f.ə.l.d	ɹ.ʌ.f.ə.l.z	ɹ.ʌ.f.ə.l.d
s.i.d	s.i.d.ə.d	s.i.d.z	s.i.d.ə.d
s.ɛ.l.ə.b.ɹ.eɪ.t	s.ɛ.l.ə.b.ɹ.eɪ.t.ə.d	s.ɛ.l.ə.b.ɹ.eɪ.t.s	s.ɛ.l.ə.b.ɹ.eɪ.t.ə.d
ɹ.u.ə.n	ɹ.u.ə.n.d	ɹ.u.ə.n.z	ɹ.u.ə.n.d
ɹ.u.l	ɹ.u.l.d	ɹ.u.l.z	ɹ.u.l.d
ɹ.ʌ.m.b.ə.l	ɹ.ʌ.m.b.ə.l.d	ɹ.ʌ.m.b.ə.l.z	ɹ.ʌ.m.b.ə.l.d
ɹ.ʌ.m.ə.dʒ	ɹ.ʌ.m.ə.dʒ.d	ɹ.ʌ.m.ə.dʒ.ə.z	ɹ.ʌ.m.ə.dʒ.d
s.ɛ.n.s.ɚ	s.ɛ.n.s.ɚ.d	s.ɛ.n.s.ɚ.z	s.ɛ.n.s.ɚ.d
ɹ.ʌ.p.tʃ.ɚ	ɹ.ʌ.p.tʃ.ɚ.d	ɹ.ʌ.p.tʃ.ɚ.z	ɹ.ʌ.p.tʃ.ɚ.d
ɹ.ʌ.ʃ	ɹ.ʌ.ʃ.t	ɹ.ʌ.ʃ.ə.z	ɹ.ʌ.ʃ.t
s.ɚ.t.ə.f.aɪ	s.ɚ.t.ə.f.aɪ.d	s.ɚ.t.ə.f.aɪ.z	s.ɚ.t.ə.f.aɪ.d
ɹ.ʌ.s.t	ɹ.ʌ.s.t.ə.d	ɹ.ʌ.s.t.s	ɹ.ʌ.s.t.ə.d
tʃ.eɪ.f	tʃ.eɪ.f.t	tʃ.eɪ.f.s	tʃ.eɪ.f.t
ɹ.ʌ.t	ɹ.ʌ.t.ə.d	ɹ.ʌ.t.s	ɹ.ʌ.t.ə.d
tʃ.eɪ.n	tʃ.eɪ.n.d	tʃ.eɪ.n.z	tʃ.eɪ.n.d
tʃ.ɛ.ɹ	tʃ.ɛ.ɹ.d	tʃ.ɛ.ɹ.z	tʃ.ɛ.ɹ.d
tʃ.æ.l.ə.n.dʒ	tʃ.æ.l.ə.n.dʒ.d	tʃ.æ.l.ə.n.dʒ.ə.z	tʃ.æ.l.ə.n.dʒ.d
s.æ.k	s.æ.k.t	s.æ.k.s	s.æ.k.t
tʃ.æ.m.p.i.ə.n	tʃ.æ.m.p.i.ə.n.d	tʃ.æ.m.p.i.ə.n.z	tʃ.æ.m.p.i.ə.n.d
s.æ.k.ɹ.ə.f.aɪ.s	s.æ.k.ɹ.ə.f.aɪ.s.t	s.æ.k.ɹ.ə.f.aɪ.s.ə.z	s.æ.k.ɹ.ə.f.aɪ.s.t
s.æ.d.ə.n	s.æ.d.ə.n.d	s.æ.d.ə.n.z	s.æ.d.ə.n.d
s.æ.d.ə.l	s.æ.d.ə.l.d	s.æ.d.ə.l.z	s.æ.d.ə.l.d
tʃ.eɪ.n.dʒ	tʃ.eɪ.n.dʒ.d	tʃ.eɪ.n.dʒ.ə.z	tʃ.eɪ.n.dʒ.d
tʃ.æ.n.t	tʃ.æ.n.t.ə.d	tʃ.æ.n.t.s	tʃ.æ.n.t.ə.d
s.eɪ.f.g.ɑ.ɹ.d	s.eɪ.f.g.ɑ.ɹ.d.ə.d	s.eɪ.f.g.ɑ.ɹ.d.z	s.eɪ.f.g.ɑ.ɹ.d.ə.d
s.æ.g	s.æ.g.d	s.æ.g.z	s.æ.g.d
k.ɛ.ɹ.ə.k.t.ɚ.aɪ.z	k.ɛ.ɹ.ə.k.t.ɚ.aɪ.z.d	k.ɛ.ɹ.ə.k.t.ɚ.aɪ.z.ə.z	k.ɛ.ɹ.ə.k.t.ɚ.aɪ.z.d
