1p.prs	1p.pst	3p.prs	3p.pst
w.eɪ.t	w.eɪ.t.ɪ.d	w.eɪ.t.s	w.eɪ.t.ɪ.d
f.ʌ.s	f.ʌ.s.t	f.ʌ.s.ɪ.z	f.ʌ.s.t
w.ɛ.l.k.ʌ.m	w.ɛ.l.k.ʌ.m.d	w.ɛ.l.k.ʌ.m.z	w.ɛ.l.k.ʌ.m.d
w.ɛ.l.d	w.ɛ.l.d.ɪ.d	w.ɛ.l.d.z	w.ɛ.l.d.ɪ.d
g.æ.g	g.æ.g.d	g.æ.g.z	g.æ.g.d
g.eɪ.n	g.eɪ.n.d	g.eɪ.n.z	g.eɪ.n.d
g.æ.l.v.ʌ.n.aɪ.z	g.æ.l.v.ʌ.n.aɪ.z.d	g.æ.l.v.ʌ.n.aɪ.z.ʌ.z	g.æ.l.v.ʌ.n.aɪ.z.d
g.æ.m.b.ʌ.l	g.æ.m.b.ʌ.l.d	g.æ.m.b.ʌ.l.z	g.æ.m.b.ʌ.l.d
w.æ.k	w.æ.k.t	w.æ.k.s	w.æ.k.t
g.ɑ.ɹ.b.ʌ.l	g.ɑ.ɹ.b.ʌ.l.d	g.ɑ.ɹ.b.ʌ.l.z	g.ɑ.ɹ.b.ʌ.l.d
g.ɑ.ɹ.d.ʌ.n	g.ɑ.ɹ.d.ʌ.n.d	g.ɑ.ɹ.d.ʌ.n.z	g.ɑ.ɹ.d.ʌ.n.d
w.i.l	w.i.l.d	w.i.l.z	w.i.l.d
g.ɑ.ɹ.n.ɚ	g.ɑ.ɹ.n.ɚ.d	g.ɑ.ɹ.n.ɚ.z	g.ɑ.ɹ.n.ɚ.d
g.ɑ.ɹ.n.ɪ.ʃ	g.ɑ.ɹ.n.ɪ.ʃ.t	g.ɑ.ɹ.n.ɪ.ʃ.ʌ.z	g.ɑ.ɹ.n.ɪ.ʃ.t
g.æ.s	g.æ.s.t	g.æ.s.ɪ.z	g.æ.s.t
g.æ.ʃ	g.æ.ʃ.t	g.æ.ʃ.ʌ.z	g.æ.ʃ.t
g.æ.s.p	g.æ.s.p.t	g.æ.s.p.s	g.æ.s.p.t
g.eɪ.t	g.eɪ.t.ɪ.d	g.eɪ.t.s	g.eɪ.t.ɪ.d
g.æ.ð.ɚ	g.æ.ð.ɚ.d	g.æ.ð.ɚ.z	g.æ.ð.ɚ.d
g.eɪ.dʒ	g.eɪ.dʒ.d	g.eɪ.dʒ.ʌ.z	g.eɪ.dʒ.d
g.eɪ.z	g.eɪ.z.d	g.eɪ.z.ʌ.z	g.eɪ.z.d
w.ɪ.p	w.ɪ.p.t	w.ɪ.p.s	w.ɪ.p.t
g.ɪ.ɹ	g.ɪ.ɹ.d	g.ɪ.ɹ.z	g.ɪ.ɹ.d
w.ɪ.s.k	w.ɪ.s.k.t	w.ɪ.s.k.s	w.ɪ.s.k.t
w.ɪ.s.p.ɚ	w.ɪ.s.p.ɚ.d	w.ɪ.s.p.ɚ.z	w.ɪ.s.p.ɚ.d
w.ɪ.s.ʌ.l	w.ɪ.s.ʌ.l.d	w.ɪ.s.ʌ.l.z	w.ɪ.s.ʌ.l.d
dʒ.ɛ.n.ɚ.eɪ.t	dʒ.ɛ.n.ɚ.eɪ.t.ʌ.d	dʒ.ɛ.n.ɚ.eɪ.t.s	dʒ.ɛ.n.ɚ.eɪ.t.ʌ.d
w.ɪ.z	w.ɪ.z.d	w.ɪ.z.ɪ.z	w.ɪ.z.d
w.u.p	w.u.p.t	w.u.p.s	w.u.p.t
dʒ.ɛ.ɹ.i.m.æ.n.d.ɚ	dʒ.ɛ.ɹ.i.m.æ.n.d.ɚ.d	dʒ.ɛ.ɹ.i.m.æ.n.d.ɚ.z	dʒ.ɛ.ɹ.i.m.æ.n.d.ɚ.d
dʒ.ɛ.s.tʃ.ɚ	dʒ.ɛ.s.tʃ.ɚ.d	dʒ.ɛ.s.tʃ.ɚ.z	dʒ.ɛ.s.tʃ.ɚ.d
g.ɛ.t	g.ɑ.t	g.ɛ.t.s	g.ɑ.t
w.aɪ.d.ʌ.n	w.aɪ.d.ʌ.n.d	w.aɪ.d.ʌ.n.z	w.aɪ.d.ʌ.n.d
w.i.l.d	w.i.l.d.ɪ.d	w.i.l.d.z	w.i.l.d.ɪ.d
w.ɪ.l	w.ɪ.l.d	w.ɪ.l.z	w.ɪ.l.d
w.ɪ.l	w.ʊ.d	w.ɪ.l	w.ʊ.d
w.ɪ.l.t	w.ɪ.l.t.ɪ.d	w.ɪ.l.t.s	w.ɪ.l.t.ɪ.d
w.ɪ.n	w.ʌ.n	w.ɪ.n.z	w.ʌ.n
g.ɪ.f.t	g.ɪ.f.t.ʌ.d	g.ɪ.f.t.s	g.ɪ.f.t.ʌ.d
g.ɪ.g.ʌ.l	g.ɪ.g.ʌ.l.d	g.ɪ.g.ʌ.l.z	g.ɪ.g.ʌ.l.d
w.aɪ.n.d	w.aʊ.n.d	w.ɪ.n.d.z	w.aʊ.n.d
w.aɪ.n.d	w.ɪ.n.d.ɪ.d	w.ɪ.n.d.z	w.ɪ.n.d.ɪ.d
w.aɪ.n.d	w.ɪ.n.d.ɪ.d	w.ɪ.n.d.z	w.ɪ.n.d.ɪ.d
w.ɪ.ŋ	w.ɪ.ŋ.d	w.ɪ.ŋ.z	w.ɪ.ŋ.d
g.ɪ.v	g.eɪ.v	g.ɪ.v.z	g.eɪ.v
w.ɪ.ŋ.k	w.ɪ.ŋ.k.t	w.ɪ.ŋ.k.s	w.ɪ.ŋ.k.t
w.ɪ.n.t.ɚ	w.ɪ.n.t.ɚ.d	w.ɪ.n.t.ɚ.z	w.ɪ.n.t.ɚ.d
w.aɪ.p	w.aɪ.p.t	w.aɪ.p.s	w.aɪ.p.t
g.l.æ.n.s	g.l.æ.n.s.t	g.l.æ.n.s.ɪ.z	g.l.æ.n.s.t
w.aɪ.ɚ	w.aɪ.ɚ.d	w.aɪ.ɚ.z	w.aɪ.ɚ.d
g.l.ɛ.ɹ	g.l.ɛ.ɹ.d	g.l.ɛ.ɹ.z	g.l.ɛ.ɹ.d
w.aɪ.ɚ.t.æ.p	w.aɪ.ɚ.t.æ.p.t	w.aɪ.ɹ.t.æ.p.s	w.aɪ.ɚ.t.æ.p.t
g.l.eɪ.z	g.l.eɪ.z.d	g.l.eɪ.z.ʌ.z	g.l.eɪ.z.d
w.ɪ.ʃ	w.ɪ.ʃ.t	w.ɪ.ʃ.ɪ.z	w.ɪ.ʃ.t
g.l.i.m	g.l.i.m.d	g.l.i.m.z	g.l.i.m.d
g.l.aɪ.d	g.l.aɪ.d.ɪ.d	g.l.aɪ.d.z	g.l.aɪ.d.ɪ.d
g.l.ɪ.m.p.s	g.l.ɪ.m.p.s.t	g.l.ɪ.m.p.s.ɪ.z	g.l.ɪ.m.p.s.t
w.ɪ.ð.d.ɹ.ɔ	w.ɪ.θ.d.ɹ.u	w.ɪ.ð.d.ɹ.ɔ.z	w.ɪ.θ.d.ɹ.u
w.ɪ.ð.ɚ	w.ɪ.ð.ɚ.d	w.ɪ.ð.ɚ.z	w.ɪ.ð.ɚ.d
g.l.ɪ.t.ɚ	g.l.ɪ.t.ɚ.d	g.l.ɪ.t.ɚ.z	g.l.ɪ.t.ɚ.d
w.ɪ.θ.h.oʊ.l.d	w.ɪ.θ.h.ɛ.l.d	w.ɪ.θ.h.oʊ.l.d.z	w.ɪ.θ.h.ɛ.l.d
g.l.oʊ.t	g.l.oʊ.t.ɪ.d	g.l.oʊ.t.s	g.l.oʊ.t.ɪ.d
w.ɪ.θ.s.t.æ.n.d	w.ɪ.θ.s.t.ʊ.d	w.ɪ.θ.s.t.æ.n.d.z	w.ɪ.θ.s.t.ʊ.d
w.ɪ.t.n.ʌ.s	w.ɪ.t.n.ʌ.s.t	w.ɪ.t.n.ʌ.s.ʌ.z	w.ɪ.t.n.ʌ.s.t
g.l.ɔ.ɹ.ʌ.f.aɪ	g.l.ɔ.ɹ.ʌ.f.aɪ.d	g.l.ɔ.ɹ.ʌ.f.aɪ.z	g.l.ɔ.ɹ.ʌ.f.aɪ.d
g.l.ɔ.s	g.l.ɔ.s.t	g.l.ɔ.s.ɪ.z	g.l.ɔ.s.t
g.l.oʊ	g.l.oʊ.d	g.l.oʊ.z	g.l.oʊ.d
g.l.u	g.l.u.d	g.l.u.z	g.l.u.d
g.l.ʌ.t	g.l.ʌ.t.ɪ.d	g.l.ʌ.t.s	g.l.ʌ.t.ɪ.d
w.ʌ.n.d.ɚ	w.ʌ.n.d.ɚ.d	w.ʌ.n.d.ɚ.z	w.ʌ.n.d.ɚ.d
n.ɔ	n.ɔ.d	n.ɔ.z	n.ɔ.d
w.u	w.u.d	w.u.z	w.u.d
g.oʊ	w.ɛ.n.t	g.oʊ.z	w.ɛ.n.t
g.ɑ.b.ʌ.l	g.ɑ.b.ʌ.l.d	g.ɑ.b.ʌ.l.z	g.ɑ.b.ʌ.l.d
w.ɚ.d	w.ɚ.d.ɪ.d	w.ɚ.d.z	w.ɚ.d.ɪ.d
w.ɚ.k	w.ɚ.k.t	w.ɚ.k.s	w.ɚ.k.t
g.ɑ.l.f	g.ɑ.l.f.t	g.ɑ.l.f.s	g.ɑ.l.f.t
w.ɚ.i	w.ɚ.i.d	w.ɚ.i.z	w.ɚ.i.d
w.ɚ.s.ʌ.n	w.ɚ.s.ʌ.n.d	w.ɚ.s.ʌ.n.z	w.ɚ.s.ʌ.n.d
w.ɚ.ʃ.ʌ.p	w.ɚ.ʃ.ʌ.p.t	w.ɚ.ʃ.ʌ.p.s	w.ɚ.ʃ.ʌ.p.t
w.aʊ.n.d	w.u.n.d.ɪ.d	w.u.n.d.z	w.u.n.d.ɪ.d
ɹ.æ.ŋ.g.ʌ.l	ɹ.æ.ŋ.g.ʌ.l.d	ɹ.æ.ŋ.g.ʌ.l.z	ɹ.æ.ŋ.g.ʌ.l.d
ɹ.æ.p	ɹ.æ.p.t	ɹ.æ.p.s	ɹ.æ.p.t
g.u.f	g.u.f.t	g.u.f.s	g.u.f.t
ɹ.i.k	ɹ.i.k.t	ɹ.i.k.s	ɹ.i.k.t
ɹ.ɛ.k	ɹ.ɛ.k.t	ɹ.ɛ.k.s	ɹ.ɛ.k.t
ɹ.ɛ.n.tʃ	ɹ.ɛ.n.tʃ.t	ɹ.ɛ.n.tʃ.ɪ.z	ɹ.ɛ.n.tʃ.t
ɹ.ɛ.s.ʌ.l	ɹ.ɛ.s.ʌ.l.d	ɹ.ɛ.s.ʌ.l.z	ɹ.ɛ.s.ʌ.l.d
g.ɔ.ɹ	g.ɔ.ɹ.d	g.ɔ.ɹ.z	g.ɔ.ɹ.d
ɹ.ɪ.ŋ.k.ʌ.l	ɹ.ɪ.ŋ.k.ʌ.l.d	ɹ.ɪ.ŋ.k.ʌ.l.z	ɹ.ɪ.ŋ.k.ʌ.l.d
ɹ.aɪ.t	ɹ.oʊ.t	ɹ.aɪ.t.s	ɹ.oʊ.t
ɹ.ɔ.ŋ	ɹ.ɔ.ŋ.d	ɹ.ɔ.ŋ.z	ɹ.ɔ.ŋ.d
g.ʌ.v.ɚ.n	g.ʌ.v.ɚ.n.d	g.ʌ.v.ɚ.n.z	g.ʌ.v.ɚ.n.d
z.ɪ.ɹ.ɑ.k.s	z.ɪ.ɹ.ɑ.k.s.t	z.ɪ.ɹ.ɑ.k.s.ɪ.z	z.ɪ.ɹ.ɑ.k.s.t
g.ɹ.æ.b	g.ɹ.æ.b.d	g.ɹ.æ.b.z	g.ɹ.æ.b.d
g.ɹ.eɪ.s	g.ɹ.eɪ.s.t	g.ɹ.eɪ.s.ɪ.z	g.ɹ.eɪ.s.t
g.ɹ.eɪ.d	g.ɹ.eɪ.d.ʌ.d	g.ɹ.eɪ.d.z	g.ɹ.eɪ.d.ʌ.d
j.æ.ŋ.k	j.æ.ŋ.k.t	j.æ.ŋ.k.s	j.æ.ŋ.k.t
g.ɹ.æ.dʒ.ʌ.w.ʌ.t	g.ɹ.æ.dʒ.u.eɪ.t.ɪ.d	g.ɹ.æ.dʒ.ʌ.w.ʌ.t.s	g.ɹ.æ.dʒ.u.eɪ.t.ɪ.d
g.ɹ.æ.f.t	g.ɹ.æ.f.t.ɪ.d	g.ɹ.æ.f.t.s	g.ɹ.æ.f.t.ɪ.d
j.ɔ.n	j.ɔ.n.d	j.ɔ.n.z	j.ɔ.n.d
j.ɚ.n	j.ɚ.n.d	j.ɚ.n.z	j.ɚ.n.d
j.ɛ.l	j.ɛ.l.d	j.ɛ.l.z	j.ɛ.l.d
g.ɹ.æ.n.t	g.ɹ.æ.n.t.ʌ.d	g.ɹ.æ.n.t.s	g.ɹ.æ.n.t.ʌ.d
j.i.l.d	j.i.l.d.ʌ.d	j.i.l.d.z	j.i.l.d.ʌ.d
g.ɹ.æ.p.ʌ.l	g.ɹ.æ.p.ʌ.l.d	g.ɹ.æ.p.ʌ.l.z	g.ɹ.æ.p.ʌ.l.d
g.ɹ.æ.s.p	g.ɹ.æ.s.p.t	g.ɹ.æ.s.p.s	g.ɹ.æ.s.p.t
g.ɹ.æ.s	g.ɹ.æ.s.t	g.ɹ.æ.s.ʌ.z	g.ɹ.æ.s.t
j.oʊ.k	j.oʊ.k.t	j.oʊ.k.s	j.oʊ.k.t
g.ɹ.eɪ.t	g.ɹ.eɪ.t.ɪ.d	g.ɹ.eɪ.t.s	g.ɹ.eɪ.t.ɪ.d
g.ɹ.æ.t.ʌ.f.aɪ	g.ɹ.æ.t.ʌ.f.aɪ.d	g.ɹ.æ.t.ʌ.f.aɪ.z	g.ɹ.æ.t.ʌ.f.aɪ.d
z.æ.p	z.æ.p.t	z.æ.p.s	z.æ.p.t
z.ɪ.g.z.æ.g	z.ɪ.g.z.æ.g.d	z.ɪ.g.z.æ.g.z	z.ɪ.g.z.æ.g.d
z.ɪ.p	z.ɪ.p.t	z.ɪ.p.s	z.ɪ.p.t
g.ɹ.i.t	g.ɹ.i.t.ʌ.d	g.ɹ.i.t.s	g.ɹ.i.t.ʌ.d
z.oʊ.n	z.oʊ.n.d	z.oʊ.n.z	z.oʊ.n.d
z.u.m	z.u.m.d	z.u.m.z	z.u.m.d
g.ɹ.i.v	g.ɹ.i.v.d	g.ɹ.i.v.z	g.ɹ.i.v.d
g.ɹ.ɪ.l	g.ɹ.ɪ.l.d	g.ɹ.ɪ.l.z	g.ɹ.ɪ.l.d
g.ɹ.ɪ.m.ʌ.s	g.ɹ.ɪ.m.ʌ.s.t	g.ɹ.ɪ.m.ʌ.s.ɪ.z	g.ɹ.ɪ.m.ʌ.s.t
g.ɹ.ɪ.n	g.ɹ.ɪ.n.d	g.ɹ.ɪ.n.z	g.ɹ.ɪ.n.d
g.ɹ.aɪ.n.d	g.ɹ.aʊ.n.d	g.ɹ.aɪ.n.d.z	g.ɹ.aʊ.n.d
g.ɹ.ɪ.p	g.ɹ.ɪ.p.t	g.ɹ.ɪ.p.s	g.ɹ.ɪ.p.t
g.ɹ.aɪ.p	g.ɹ.aɪ.p.t	g.ɹ.aɪ.p.s	g.ɹ.aɪ.p.t
g.ɹ.oʊ.n	g.ɹ.oʊ.n.d	g.ɹ.oʊ.n.z	g.ɹ.oʊ.n.d
g.ɹ.ɔɪ.n	g.ɹ.ɔɪ.n.d	g.ɹ.ɔɪ.n.z	g.ɹ.ɔɪ.n.d
g.ɹ.u.m	g.ɹ.u.m.d	g.ɹ.u.m.z	g.ɹ.u.m.d
g.ɹ.oʊ.s	g.ɹ.oʊ.s.t	g.ɹ.oʊ.s.ɪ.z	g.ɹ.oʊ.s.t
g.ɹ.aʊ.n.d	g.ɹ.aʊ.n.d.ɪ.d	g.ɹ.aʊ.n.d.z	g.ɹ.aʊ.n.d.ɪ.d
g.ɹ.u.p	g.ɹ.u.p.t	g.ɹ.u.p.s	g.ɹ.u.p.t
g.ɹ.aʊ.s	g.ɹ.aʊ.s.t	g.ɹ.aʊ.s.ɪ.z	g.ɹ.aʊ.s.t
g.ɹ.oʊ	g.ɹ.u	g.ɹ.oʊ.z	g.ɹ.u
g.ɹ.aʊ.l	g.ɹ.aʊ.l.d	g.ɹ.aʊ.l.z	g.ɹ.aʊ.l.d
g.ɹ.ʌ.m.b.ʌ.l	g.ɹ.ʌ.m.b.ʌ.l.d	g.ɹ.ʌ.m.b.ʌ.l.z	g.ɹ.ʌ.m.b.ʌ.l.d
g.ɹ.ʌ.n.t	g.ɹ.ʌ.n.t.ɪ.d	g.ɹ.ʌ.n.t.s	g.ɹ.ʌ.n.t.ɪ.d
g.ɛ.ɹ.ʌ.n.t.i	g.ɛ.ɹ.ʌ.n.t.i.d	g.ɛ.ɹ.ʌ.n.t.i.z	g.ɛ.ɹ.ʌ.n.t.i.d
g.ɑ.ɹ.d	g.ɑ.ɹ.d.ʌ.d	g.ɑ.ɹ.d.z	g.ɑ.ɹ.d.ʌ.d
g.ɛ.s	g.ɛ.s.t	g.ɛ.s.ɪ.z	g.ɛ.s.t
g.ɛ.s.t	g.ɛ.s.t.ɪ.d	g.ɛ.s.t.s	g.ɛ.s.t.ɪ.d
g.aɪ.d	g.aɪ.d.ʌ.d	g.aɪ.d.z	g.aɪ.d.ʌ.d
g.ʌ.l.p	g.ʌ.l.p.t	g.ʌ.l.p.s	g.ʌ.l.p.t
g.ʌ.m	g.ʌ.m.d	g.ʌ.m.z	g.ʌ.m.d
g.ʌ.ʃ	g.ʌ.ʃ.t	g.ʌ.ʃ.ɪ.z	g.ʌ.ʃ.t
g.ʌ.t	g.ʌ.t.ɪ.d	g.ʌ.t.s	g.ʌ.t.ɪ.d
g.ʌ.t.ɚ	g.ʌ.t.ɚ.d	g.ʌ.t.ɚ.z	g.ʌ.t.ɚ.d
dʒ.aɪ.ɹ.eɪ.t	dʒ.aɪ.ɹ.eɪ.t.ɪ.d	dʒ.aɪ.ɹ.eɪ.t.s	dʒ.aɪ.ɹ.eɪ.t.ɪ.d
h.æ.k	h.æ.k.t	h.æ.k.s	h.æ.k.t
h.eɪ.l	h.eɪ.l.d	h.eɪ.l.z	h.eɪ.l.d
h.eɪ.l	h.eɪ.l.d	h.eɪ.l.z	h.eɪ.l.d
h.æ.l.oʊ	h.æ.l.oʊ.d	h.æ.l.oʊ.z	h.æ.l.oʊ.d
h.ʌ.l.u.s.ʌ.n.eɪ.t	h.ʌ.l.u.s.ʌ.n.eɪ.t.ɪ.d	h.ʌ.l.u.s.ʌ.n.eɪ.t.s	h.ʌ.l.u.s.ʌ.n.eɪ.t.ɪ.d
h.ɔ.l.t	h.ɔ.l.t.ʌ.d	h.ɔ.l.t.s	h.ɔ.l.t.ʌ.d
h.æ.v	h.æ.v.d	h.æ.v.z	h.æ.v.d
h.æ.m.ɚ	h.æ.m.ɚ.d	h.æ.m.ɚ.z	h.æ.m.ɚ.d
h.æ.m.p.ɚ	h.æ.m.p.ɚ.d	h.æ.m.p.ɚ.z	h.æ.m.p.ɚ.d
h.æ.m.s.t.ɹ.ɪ.ŋ	h.æ.m.s.t.ɹ.ʌ.ŋ	h.æ.m.s.t.ɹ.ɪ.ŋ.z	h.æ.m.s.t.ɹ.ʌ.ŋ
h.æ.n.d	h.æ.n.d.ʌ.d	h.æ.n.d.z	h.æ.n.d.ʌ.d
h.æ.n.d.k.ʌ.f	h.æ.n.d.k.ʌ.f.t	h.æ.n.d.k.ʌ.f.s	h.æ.n.d.k.ʌ.f.t
h.æ.n.d.i.k.æ.p	h.æ.n.d.i.k.æ.p.t	h.æ.n.d.i.k.æ.p.s	h.æ.n.d.i.k.æ.p.t
h.æ.n.d.ʌ.l	h.æ.n.d.ʌ.l.d	h.æ.n.d.ʌ.l.z	h.æ.n.d.ʌ.l.d
h.æ.ŋ	h.ʌ.ŋ	h.æ.ŋ.z	h.ʌ.ŋ
h.æ.ŋ	h.æ.ŋ.d	h.æ.ŋ.z	h.æ.ŋ.d
h.æ.p.ʌ.n	h.æ.p.ʌ.n.d	h.æ.p.ʌ.n.z	h.æ.p.ʌ.n.d
h.ɚ.æ.ŋ	h.ɚ.æ.ŋ.d	h.ɚ.æ.ŋ.z	h.ɚ.æ.ŋ.d
h.ɚ.æ.s	h.ɚ.æ.s.t	h.ɚ.æ.s.ɪ.z	h.ɚ.æ.s.t
h.ɑ.ɹ.d.ʌ.n	h.ɑ.ɹ.d.ʌ.n.d	h.ɑ.ɹ.d.ʌ.n.z	h.ɑ.ɹ.d.ʌ.n.d
h.ɑ.ɹ.m	h.ɑ.ɹ.m.d	h.ɑ.ɹ.m.z	h.ɑ.ɹ.m.d
h.ɑ.ɹ.m.ʌ.n.aɪ.z	h.ɑ.ɹ.m.ʌ.n.aɪ.z.d	h.ɑ.ɹ.m.ʌ.n.aɪ.z.ɪ.z	h.ɑ.ɹ.m.ʌ.n.aɪ.z.d
h.ɑ.ɹ.n.ʌ.s	h.ɑ.ɹ.n.ʌ.s.t	h.ɑ.ɹ.n.ʌ.s.ʌ.z	h.ɑ.ɹ.n.ʌ.s.t
h.ɛ.ɹ.i	h.ɛ.ɹ.i.d	h.ɛ.ɹ.i.z	h.ɛ.ɹ.i.d
h.ɑ.ɹ.v.ʌ.s.t	h.ɑ.ɹ.v.ʌ.s.t.ɪ.d	h.ɑ.ɹ.v.ʌ.s.t.s	h.ɑ.ɹ.v.ʌ.s.t.ɪ.d
h.æ.ʃ	h.æ.ʃ.t	h.æ.ʃ.ʌ.z	h.æ.ʃ.t
h.æ.s.ʌ.l	h.æ.s.ʌ.l.d	h.æ.s.ʌ.l.z	h.æ.s.ʌ.l.d
h.eɪ.s.ʌ.n	h.eɪ.s.ʌ.n.d	h.eɪ.s.ʌ.n.z	h.eɪ.s.ʌ.n.d
h.æ.tʃ	h.æ.tʃ.t	h.æ.tʃ.ɪ.z	h.æ.tʃ.t
h.eɪ.t	h.eɪ.t.ʌ.d	h.eɪ.t.s	h.eɪ.t.ʌ.d
h.ɔ.l	h.ɔ.l.d	h.ɔ.l.z	h.ɔ.l.d
h.ɔ.n.t	h.ɔ.n.t.ʌ.d	h.ɔ.n.t.s	h.ɔ.n.t.ʌ.d
h.æ.v	h.æ.d	h.æ.z	h.æ.d
h.ɔ.k	h.ɔ.k.t	h.ɔ.k.s	h.ɔ.k.t
h.ɛ.d	h.ɛ.d.ʌ.d	h.ɛ.d.z	h.ɛ.d.ʌ.d
h.ɛ.d.l.aɪ.n	h.ɛ.d.l.aɪ.n.d	h.ɛ.d.l.aɪ.n.z	h.ɛ.d.l.aɪ.n.d
h.i.l	h.i.l.d	h.i.l.z	h.i.l.d
h.i.p	h.i.p.t	h.i.p.s	h.i.p.t
h.i.ɹ	h.ɚ.d	h.i.ɹ.z	h.ɚ.d
h.i.t	h.i.t.ʌ.d	h.i.t.s	h.i.t.ʌ.d
h.i.v	h.i.v.d	h.i.v.z	h.i.v.d
h.i.v	h.oʊ.v	h.i.v.z	h.oʊ.v
h.ɛ.dʒ	h.ɛ.dʒ.d	h.ɛ.dʒ.ɪ.z	h.ɛ.dʒ.d
h.i.d	h.i.d.ʌ.d	h.i.d.z	h.i.d.ʌ.d
h.i.l	h.i.l.d	h.i.l.z	h.i.l.d
h.aɪ.t.ʌ.n	h.aɪ.t.ʌ.n.d	h.aɪ.t.ʌ.n.z	h.aɪ.t.ʌ.n.d
h.ɛ.l.p	h.ɛ.l.p.t	h.ɛ.l.p.s	h.ɛ.l.p.t
h.ɛ.m	h.ɛ.m.d	h.ɛ.m.z	h.ɛ.m.d
h.ɛ.m	h.ɛ.m.d	h.ɛ.m.z	h.ɛ.m.d
h.ɛ.ɹ.ʌ.l.d	h.ɛ.ɹ.ʌ.l.d.ɪ.d	h.ɛ.ɹ.ʌ.l.d.z	h.ɛ.ɹ.ʌ.l.d.ɪ.d
h.ɚ.d	h.ɚ.d.ɪ.d	h.ɚ.d.z	h.ɚ.d.ɪ.d
h.ɛ.z.ʌ.t.eɪ.t	h.ɛ.z.ɪ.t.eɪ.t.ɪ.d	h.ɛ.z.ʌ.t.eɪ.t.s	h.ɛ.z.ɪ.t.eɪ.t.ɪ.d
h.aɪ.d	h.ɪ.d	h.aɪ.d.z	h.ɪ.d
h.aɪ.l.aɪ.t	h.aɪ.l.aɪ.t.ɪ.d	h.aɪ.l.aɪ.t.s	h.aɪ.l.aɪ.t.ɪ.d
h.aɪ.k	h.aɪ.k.t	h.aɪ.k.s	h.aɪ.k.t
h.ɪ.n.d.ɚ	h.ɪ.n.d.ɚ.d	h.ɪ.n.d.ɚ.z	h.ɪ.n.d.ɚ.d
h.ɪ.n.dʒ	h.ɪ.n.dʒ.d	h.ɪ.n.dʒ.ɪ.z	h.ɪ.n.dʒ.d
h.ɪ.n.t	h.ɪ.n.t.ʌ.d	h.ɪ.n.t.s	h.ɪ.n.t.ʌ.d
h.aɪ.ɚ	h.aɪ.ɚ.d	h.aɪ.ɚ.z	h.aɪ.ɚ.d
h.ɪ.s	h.ɪ.s.t	h.ɪ.s.ɪ.z	h.ɪ.s.t
h.ɪ.t	h.ɪ.t	h.ɪ.t.s	h.ɪ.t
h.ɪ.tʃ	h.ɪ.tʃ.t	h.ɪ.tʃ.ɪ.z	h.ɪ.tʃ.t
h.ɪ.tʃ.h.aɪ.k	h.ɪ.tʃ.h.aɪ.k.t	h.ɪ.tʃ.h.aɪ.k.s	h.ɪ.tʃ.h.aɪ.k.t
h.ɔ.ɹ.d	h.ɔ.ɹ.d.ɪ.d	h.ɔ.ɹ.d.z	h.ɔ.ɹ.d.ɪ.d
h.ɑ.b.ʌ.l	h.ɑ.b.ʌ.l.d	h.ɑ.b.ʌ.l.z	h.ɑ.b.ʌ.l.d
h.ɔɪ.s.t	h.ɔɪ.s.t.ʌ.d	h.ɔɪ.s.t.s	h.ɔɪ.s.t.ʌ.d
h.oʊ.l.d	h.ɛ.l.d	h.oʊ.l.d.z	h.ɛ.l.d
h.oʊ.l	h.oʊ.l.d	h.oʊ.l.z	h.oʊ.l.d
h.ɑ.l.ɚ	h.ɑ.l.ɚ.d	h.ɑ.l.ɚ.z	h.ɑ.l.ɚ.d
h.oʊ.m	h.oʊ.m.d	h.oʊ.m.z	h.oʊ.m.d
h.oʊ.n	h.oʊ.n.d	h.oʊ.n.z	h.oʊ.n.d
h.ʌ.n.i.m.u.n	h.ʌ.n.i.m.u.n.d	h.ʌ.n.i.m.u.n.z	h.ʌ.n.i.m.u.n.d
h.ʊ.d	h.ʊ.d.ɪ.d	h.ʊ.d.z	h.ʊ.d.ɪ.d
h.ʊ.k	h.ʊ.k.t	h.ʊ.k.s	h.ʊ.k.t
h.u.t	h.u.t.ɪ.d	h.u.t.s	h.u.t.ɪ.d
h.ɑ.p	h.ɑ.p.t	h.ɑ.p.s	h.ɑ.p.t
h.oʊ.p	h.oʊ.p.t	h.oʊ.p.s	h.oʊ.p.t
h.oʊ.z	h.oʊ.z.d	h.oʊ.z.ɪ.z	h.oʊ.z.d
h.oʊ.s.t	h.oʊ.s.t.ɪ.d	h.oʊ.s.t.s	h.oʊ.s.t.ɪ.d
h.aʊ.n.d	h.aʊ.n.d.ɪ.d	h.aʊ.n.d.z	h.aʊ.n.d.ɪ.d
h.aʊ.s	h.aʊ.z.d	h.aʊ.s.ʌ.z	h.aʊ.z.d
h.ʌ.v.ɚ	h.ʌ.v.ɚ.d	h.ʌ.v.ɚ.z	h.ʌ.v.ɚ.d
h.aʊ.l	h.aʊ.l.d	h.aʊ.l.z	h.aʊ.l.d
h.ʌ.d.ʌ.l	h.ʌ.d.ʌ.l.d	h.ʌ.d.ʌ.l.z	h.ʌ.d.ʌ.l.d
h.ʌ.f	h.ʌ.f.t	h.ʌ.f.s	h.ʌ.f.t
h.ʌ.g	h.ʌ.g.d	h.ʌ.g.z	h.ʌ.g.d
h.ʌ.l	h.ʌ.l.d	h.ʌ.l.z	h.ʌ.l.d
